fact_table_natural_key,accm_txn_complete_time
DR1141,5/9/2022 9:00
DR1142,5/9/2022 8:58
DR1143,5/9/2022 19:00
DR1144,5/9/2022 6:32
DR1145,5/9/2022 1:36
DR1146,5/9/2022 13:21
DR1147,5/9/2022 23:40
DR1148,5/9/2022 1:09
DR1149,5/9/2022 23:02
DR1152,5/9/2022 7:37
DR1153,5/9/2022 12:43
DR1154,5/9/2022 2:01
DR1155,5/9/2022 13:33
DR1156,5/9/2022 23:55
DR1157,5/9/2022 23:30
DR1158,5/9/2022 0:23
DR1159,5/9/2022 9:27
DR1160,5/9/2022 16:04
DR1162,5/9/2022 8:44
DR1163,5/9/2022 4:20
DR1164,5/9/2022 14:23
DR1165,5/9/2022 23:29
DR1166,5/9/2022 14:20
DR1167,5/9/2022 9:01
DR1169,5/9/2022 7:39
DR1170,5/9/2022 13:12
DR1171,5/9/2022 17:56
DR1172,5/9/2022 19:37
DR1173,5/9/2022 5:01
DR1174,5/9/2022 1:58
DR1175,5/9/2022 2:29
DR1176,5/9/2022 8:34
DR1177,5/9/2022 18:30
DR1178,5/9/2022 5:34
DR1180,5/9/2022 17:13
DR1181,5/9/2022 19:36
DR1182,5/9/2022 14:30
DR1183,5/9/2022 15:36
DR1184,5/9/2022 0:34
DR1185,5/9/2022 15:32
DR1186,5/9/2022 4:53
DR1187,5/9/2022 0:06
DR1188,5/9/2022 2:55
DR1189,5/9/2022 15:51
DR1190,5/9/2022 0:03
DR1191,5/9/2022 7:29
DR1192,5/9/2022 5:50
DR1194,5/9/2022 17:35
DR1195,5/9/2022 4:54
DR1196,5/9/2022 16:46
DR1197,5/9/2022 7:27
DR1198,5/9/2022 21:27
DR1199,5/9/2022 6:06
DR1200,5/9/2022 21:04
DR1203,5/9/2022 19:01
DR1204,5/9/2022 2:55
DR1205,5/9/2022 21:30
DR1206,5/9/2022 21:23
DR1207,5/9/2022 7:29
DR1208,5/9/2022 15:32
DR1209,5/9/2022 16:43
DR1210,5/9/2022 9:22
DR1211,5/9/2022 22:45
DR1212,5/9/2022 4:33
DR1213,5/9/2022 18:49
DR1214,5/9/2022 23:50
DR1215,5/9/2022 18:43
DR1216,5/9/2022 8:42
DR1218,5/9/2022 7:47
DR1220,5/9/2022 20:49
DR1221,5/9/2022 13:02
DR1222,5/9/2022 6:49
DR1224,5/9/2022 17:50
DR1225,5/9/2022 21:27
DR1226,5/9/2022 14:27
DR1227,5/9/2022 1:25
DR1229,5/9/2022 7:52
DR1230,5/9/2022 11:05
DR1232,5/9/2022 0:49
DR1233,5/9/2022 2:09
DR1235,5/9/2022 15:25
DR1236,5/9/2022 5:56
DR1237,5/9/2022 1:17
DR1238,5/9/2022 15:26
DR1239,5/9/2022 16:03
DR1240,5/9/2022 13:32
DR1241,5/9/2022 8:11
DR1242,5/9/2022 0:53
DR1243,5/9/2022 4:39
DR1244,5/9/2022 7:44
DR1245,5/9/2022 11:51
DR1246,5/9/2022 8:34
DR1247,5/9/2022 13:25
DR1249,5/9/2022 6:00
DR1250,5/9/2022 17:32
DR1251,5/9/2022 1:43
DR1252,5/9/2022 2:11
DR1253,5/9/2022 6:38
DR1254,5/9/2022 14:38
DR1255,5/9/2022 5:12
DR1256,5/9/2022 23:05
DR1258,5/9/2022 12:32
DR1259,5/9/2022 6:18
DR1260,5/9/2022 14:55
DR1261,5/9/2022 0:38
DR1262,5/9/2022 20:30
DR1264,5/9/2022 10:25
DR1265,5/9/2022 11:17
DR1266,5/9/2022 4:09
DR1269,5/9/2022 22:35
DR1271,5/9/2022 18:31
DR1272,5/9/2022 8:10
DR1273,5/9/2022 12:36
DR1274,5/9/2022 10:47
DR1275,5/9/2022 16:27
DR1276,5/9/2022 6:56
DR1277,5/9/2022 21:27
DR1278,5/9/2022 17:04
DR1279,5/9/2022 14:38
DR1280,5/9/2022 13:16
DR1281,5/9/2022 12:58
DR1282,5/9/2022 21:18
DR1283,5/9/2022 19:03
DR1284,5/9/2022 11:59
DR1285,5/9/2022 1:19
DR1286,5/9/2022 19:39
DR1287,5/9/2022 13:33
DR1288,5/9/2022 19:41
DR1289,5/9/2022 2:58
DR1290,5/9/2022 4:38
DR1291,5/9/2022 21:49
DR1292,5/9/2022 3:30
DR1293,5/9/2022 9:33
DR1294,5/9/2022 22:11
DR1295,5/9/2022 18:00
DR1296,5/9/2022 15:01
DR1299,5/9/2022 3:46
DR1300,5/9/2022 14:48
DR1301,5/9/2022 0:54
DR1302,5/9/2022 4:43
DR1303,5/9/2022 17:55
DR1304,5/9/2022 21:38
DR1305,5/9/2022 15:08
DR1306,5/9/2022 3:22
DR1307,5/9/2022 21:41
DR1308,5/9/2022 13:03
DR1309,5/9/2022 20:00
DR1310,5/9/2022 20:43
DR1311,5/9/2022 14:19
DR1312,5/9/2022 15:45
DR1313,5/9/2022 20:22
DR1314,5/9/2022 7:37
DR1317,5/9/2022 22:08
DR1318,5/9/2022 20:56
DR1320,5/9/2022 8:09
DR1321,5/9/2022 10:34
DR1322,5/9/2022 19:21
DR1323,5/9/2022 14:58
DR1324,5/9/2022 20:19
DR1325,5/9/2022 19:14
DR1327,5/9/2022 13:28
DR1328,5/9/2022 1:07
DR1329,5/9/2022 12:22
DR1330,5/9/2022 3:30
DR1331,5/9/2022 15:53
DR1332,5/9/2022 21:39
DR1333,5/9/2022 13:04
DR1334,5/9/2022 19:53
DR1335,5/9/2022 20:08
DR1336,5/9/2022 7:50
DR1337,5/9/2022 2:56
DR1338,5/9/2022 17:26
DR1339,5/9/2022 1:37
DR1340,5/9/2022 0:55
DR1341,5/9/2022 7:47
DR1342,5/9/2022 8:03
DR1343,5/9/2022 12:08
DR1345,5/9/2022 21:59
DR1346,5/9/2022 19:38
DR1347,5/9/2022 6:41
DR1348,5/9/2022 16:08
DR1349,5/9/2022 0:41
DR1350,5/9/2022 20:54
DR1351,5/9/2022 3:00
DR1352,5/9/2022 1:19
DR1353,5/9/2022 17:31
DR1354,5/9/2022 17:48
DR1355,5/9/2022 21:11
DR1357,5/9/2022 5:46
DR1358,5/9/2022 5:39
DR1359,5/9/2022 7:32
DR1360,5/9/2022 10:30
DR1361,5/9/2022 21:07
DR1362,5/9/2022 11:36
DR1363,5/9/2022 3:37
DR1365,5/9/2022 4:09
DR1366,5/9/2022 12:18
DR1367,5/9/2022 14:21
DR1368,5/9/2022 0:04
DR1369,5/9/2022 23:49
DR1370,5/9/2022 10:37
DR1371,5/9/2022 7:22
DR1372,5/9/2022 13:20
DR1374,5/9/2022 21:48
DR1375,5/9/2022 0:42
DR1376,5/9/2022 22:02
DR1377,5/9/2022 18:31
DR1378,5/9/2022 6:31
DR1379,5/9/2022 8:01
DR1380,5/9/2022 6:14
DR1381,5/9/2022 18:49
DR1382,5/9/2022 3:25
DR1383,5/9/2022 16:32
DR1384,5/9/2022 14:36
DR1385,5/9/2022 17:47
DR1386,5/9/2022 2:10
DR1387,5/9/2022 12:34
DR1388,5/9/2022 7:51
DR1390,5/9/2022 0:17
DR1391,5/9/2022 21:48
DR1392,5/9/2022 14:39
DR1393,5/9/2022 18:39
DR1394,5/9/2022 20:16
DR1395,5/9/2022 0:51
DR1396,5/9/2022 13:12
DR1397,5/9/2022 11:41
DR1398,5/9/2022 4:51
DR1399,5/9/2022 17:09
DR1400,5/9/2022 12:37
DR1401,5/9/2022 17:11
DR1403,5/9/2022 10:25
DR1404,5/9/2022 21:27
DR1405,5/9/2022 5:16
DR1406,5/9/2022 22:43
DR1407,5/9/2022 15:47
DR1408,5/9/2022 0:39
DR1409,5/9/2022 8:31
DR1410,5/9/2022 5:17
DR1411,5/9/2022 3:06
DR1412,5/9/2022 5:04
DR1414,5/9/2022 15:34
DR1415,5/9/2022 9:57
DR1417,5/9/2022 9:54
DR1418,5/9/2022 12:45
DR1419,5/9/2022 12:24
DR1420,5/9/2022 9:44
DR1421,5/9/2022 14:55
DR1422,5/9/2022 9:35
DR1424,5/9/2022 12:09
DR1425,5/9/2022 10:53
DR1426,5/9/2022 19:09
DR1427,5/9/2022 12:28
DR1429,5/9/2022 21:01
DR1430,5/9/2022 15:02
DR1431,5/9/2022 9:32
DR1432,5/9/2022 9:54
DR1433,5/9/2022 0:18
DR1434,5/9/2022 16:29
DR1435,5/9/2022 17:26
DR1436,5/9/2022 4:14
DR1437,5/9/2022 2:10
DR1439,5/9/2022 2:43
DR1440,5/9/2022 22:46
DR1441,5/9/2022 10:01
DR1442,5/9/2022 0:58
DR1443,5/9/2022 15:25
DR1444,5/9/2022 23:44
DR1445,5/9/2022 14:59
DR1446,5/9/2022 18:19
DR1448,5/9/2022 4:24
DR1449,5/9/2022 22:04
DR1451,5/9/2022 10:00
DR1452,5/9/2022 21:34
DR1453,5/9/2022 22:10
DR1454,5/9/2022 11:43
DR1455,5/9/2022 20:47
DR1456,5/9/2022 8:00
DR1457,5/9/2022 6:45
DR1458,5/9/2022 6:31
DR1459,5/9/2022 2:29
DR1460,5/9/2022 11:34
DR1461,5/9/2022 17:40
DR1463,5/9/2022 1:00
DR1464,5/9/2022 19:54
DR1465,5/9/2022 21:23
DR1466,5/9/2022 17:23
DR1467,5/9/2022 1:56
DR1468,5/9/2022 21:21
DR1469,5/9/2022 14:17
DR1470,5/9/2022 16:34
DR1471,5/9/2022 12:52
DR1472,5/9/2022 4:40
DR1473,5/9/2022 17:13
DR1474,5/9/2022 23:04
DR1475,5/9/2022 1:32
DR1476,5/9/2022 23:38
DR1477,5/9/2022 8:56
DR1478,5/9/2022 13:21
DR1479,5/9/2022 22:09
DR1480,5/9/2022 9:22
DR1481,5/9/2022 15:00
DR1482,5/9/2022 11:15
DR1484,5/9/2022 21:45
DR1485,5/9/2022 9:36
DR1486,5/9/2022 10:53
DR1487,5/9/2022 20:16
DR1488,5/9/2022 6:49
DR1490,5/9/2022 21:35
DR1491,5/9/2022 15:09
DR1492,5/9/2022 15:04
DR1493,5/9/2022 10:32
DR1494,5/9/2022 3:18
DR1495,5/9/2022 17:01
DR1497,5/9/2022 12:51
DR1499,5/9/2022 0:09
DR1500,5/9/2022 5:26
DR1501,5/9/2022 2:19
DR1502,5/9/2022 5:30
DR1503,5/9/2022 13:08
DR1504,5/9/2022 14:53
DR1505,5/9/2022 12:11
DR1506,5/9/2022 4:08
DR1507,5/9/2022 15:44
DR1508,5/9/2022 21:22
DR1509,5/9/2022 7:42
DR1510,5/9/2022 6:36
DR1511,5/9/2022 7:39
DR1512,5/9/2022 5:41
DR1513,5/9/2022 5:39
DR1514,5/9/2022 2:44
DR1515,5/9/2022 3:28
DR1516,5/9/2022 1:14
DR1517,5/9/2022 15:18
DR1518,5/9/2022 14:05
DR1519,5/9/2022 5:19
DR1520,5/9/2022 6:46
DR1521,5/9/2022 14:01
DR1522,5/9/2022 5:01
DR1523,5/9/2022 1:48
DR1525,5/9/2022 8:00
DR1526,5/9/2022 22:31
DR1527,5/9/2022 13:10
DR1528,5/9/2022 10:18
DR1529,5/9/2022 19:14
DR1530,5/9/2022 0:05
DR1531,5/9/2022 2:51
DR1532,5/9/2022 2:21
DR1533,5/9/2022 14:19
DR1534,5/9/2022 16:09
DR1535,5/9/2022 4:56
DR1536,5/9/2022 21:55
DR1538,5/9/2022 12:06
DR1539,5/9/2022 2:06
DR1540,5/9/2022 0:23
DR1541,5/9/2022 1:03
DR1542,5/9/2022 11:08
DR1543,5/9/2022 9:02
DR1544,5/9/2022 14:15
DR1545,5/9/2022 1:26
DR1547,5/9/2022 8:35
DR1548,5/9/2022 3:07
DR1549,5/9/2022 7:18
DR1550,5/9/2022 2:29
DR1551,5/9/2022 13:45
DR1552,5/9/2022 11:11
DR1553,5/9/2022 3:45
DR1554,5/9/2022 5:37
DR1555,5/9/2022 6:24
DR1556,5/9/2022 0:53
DR1557,5/9/2022 14:50
DR1558,5/9/2022 10:15
DR1559,5/9/2022 7:03
DR1560,5/9/2022 13:18
DR1561,5/9/2022 18:13
DR1562,5/9/2022 9:16
DR1563,5/9/2022 10:46
DR1564,5/9/2022 10:11
DR1565,5/9/2022 23:10
DR1566,5/9/2022 7:33
DR1567,5/9/2022 18:01
DR1568,5/9/2022 0:40
DR1569,5/9/2022 7:44
DR1570,5/9/2022 5:29
DR1571,5/9/2022 19:03
DR1572,5/9/2022 3:05
DR1574,5/9/2022 1:19
DR1576,5/9/2022 10:05
DR1577,5/9/2022 16:54
DR1578,5/9/2022 12:56
DR1579,5/9/2022 18:00
DR1580,5/9/2022 16:39
DR1581,5/9/2022 22:02
DR1582,5/9/2022 3:50
DR1583,5/9/2022 22:02
DR1584,5/9/2022 0:19
DR1585,5/9/2022 1:09
DR1586,5/9/2022 2:08
DR1587,5/9/2022 19:35
DR1588,5/9/2022 2:44
DR1589,5/9/2022 7:36
DR1590,5/9/2022 5:26
DR1591,5/9/2022 17:22
DR1593,5/9/2022 15:31
DR1594,5/9/2022 1:11
DR1595,5/9/2022 22:28
DR1596,5/9/2022 3:15
DR1597,5/9/2022 7:51
DR1598,5/9/2022 17:50
DR1599,5/9/2022 16:18
DR1600,5/9/2022 16:40
DR1601,5/9/2022 13:58
DR1602,5/9/2022 3:33
DR1604,5/9/2022 5:56
DR1605,5/9/2022 10:59
DR1606,5/9/2022 16:38
DR1607,5/9/2022 18:03
DR1608,5/9/2022 13:48
DR1609,5/9/2022 13:19
DR1610,5/9/2022 23:25
DR1611,5/9/2022 5:01
DR1612,5/9/2022 0:12
DR1613,5/9/2022 10:35
DR1614,5/9/2022 0:04
DR1615,5/9/2022 18:01
DR1618,5/9/2022 14:52
DR1619,5/9/2022 13:57
DR1620,5/9/2022 10:56
DR1621,5/9/2022 23:38
DR1622,5/9/2022 8:02
DR1623,5/9/2022 1:11
DR1624,5/9/2022 9:33
DR1625,5/9/2022 0:28
DR1626,5/9/2022 11:19
DR1627,5/9/2022 17:10
DR1628,5/9/2022 19:52
DR1630,5/9/2022 15:36
DR1631,5/9/2022 20:32
DR1632,5/9/2022 16:43
DR1633,5/9/2022 14:14
DR1634,5/9/2022 7:24
DR1635,5/9/2022 23:12
DR1637,5/9/2022 20:24
DR1638,5/9/2022 13:04
DR1639,5/9/2022 23:20
DR1640,5/9/2022 10:49
DR1641,5/9/2022 15:01
DR1643,5/9/2022 23:07
DR1646,5/9/2022 17:14
DR1648,5/9/2022 11:36
DR1649,5/9/2022 1:58
DR1650,5/9/2022 5:43
DR1651,5/9/2022 7:30
DR1652,5/9/2022 0:34
DR1653,5/9/2022 23:20
DR1654,5/9/2022 9:43
DR1655,5/9/2022 16:55
DR1656,5/9/2022 19:44
DR1658,5/9/2022 12:32
DR1659,5/9/2022 14:45
DR1660,5/9/2022 9:25
DR1661,5/9/2022 20:28
DR1662,5/9/2022 18:41
DR1663,5/9/2022 9:46
DR1664,5/9/2022 9:55
DR1665,5/9/2022 0:34
DR1668,5/9/2022 1:27
DR1670,5/9/2022 1:35
DR1672,5/9/2022 3:59
DR1673,5/9/2022 14:32
DR1674,5/9/2022 3:46
DR1675,5/9/2022 9:59
DR1678,5/9/2022 8:58
DR1679,5/9/2022 5:47
DR1681,5/9/2022 2:08
DR1682,5/9/2022 19:03
DR1683,5/9/2022 20:02
DR1684,5/9/2022 1:20
DR1686,5/9/2022 17:48
DR1687,5/9/2022 0:20
DR1688,5/9/2022 17:34
DR1689,5/9/2022 21:23
DR1690,5/9/2022 2:45
DR1691,5/9/2022 0:23
DR1692,5/9/2022 19:46
DR1693,5/9/2022 11:22
DR1695,5/9/2022 14:03
DR1696,5/9/2022 7:50
DR1697,5/9/2022 23:18
DR1698,5/9/2022 7:04
DR1700,5/9/2022 15:43
DR1701,5/9/2022 17:44
DR1702,5/9/2022 10:03
DR1703,5/9/2022 18:45
DR1704,5/9/2022 22:58
DR1706,5/9/2022 23:11
DR1707,5/9/2022 3:43
DR1708,5/9/2022 3:42
DR1712,5/9/2022 16:29
DR1714,5/9/2022 9:51
DR1716,5/9/2022 19:27
DR1717,5/9/2022 7:13
DR1719,5/9/2022 5:12
DR1721,5/9/2022 16:28
DR1722,5/9/2022 0:28
DR1723,5/9/2022 10:18
DR1724,5/9/2022 9:41
DR1725,5/9/2022 10:56
DR1726,5/9/2022 14:50
DR1727,5/9/2022 15:22
DR1728,5/9/2022 12:38
DR1729,5/9/2022 4:04
DR1730,5/9/2022 22:19
DR1732,5/9/2022 17:32
DR1734,5/9/2022 17:06
DR1735,5/9/2022 16:38
DR1736,5/9/2022 3:31
DR1737,5/9/2022 1:54
DR1738,5/9/2022 23:55
DR1739,5/9/2022 3:18
DR1742,5/9/2022 15:54
DR1743,5/9/2022 3:19
DR1744,5/9/2022 7:01
DR1745,5/9/2022 15:56
DR1746,5/9/2022 7:32
DR1747,5/9/2022 0:05
DR1748,5/9/2022 8:22
DR1749,5/9/2022 10:16
DR1750,5/9/2022 6:13
DR1753,5/9/2022 13:55
DR1754,5/9/2022 23:06
DR1755,5/9/2022 18:34
DR1757,5/9/2022 17:37
DR1760,5/9/2022 6:35
DR1762,5/9/2022 3:41
DR1763,5/9/2022 16:15
DR1764,5/9/2022 4:17
DR1765,5/9/2022 18:30
DR1766,5/9/2022 17:44
DR1769,5/9/2022 4:12
DR1770,5/9/2022 16:43
DR1771,5/9/2022 9:57
DR1772,5/9/2022 19:50
DR1773,5/9/2022 19:15
DR1774,5/9/2022 13:51
DR1777,5/9/2022 22:37
DR1778,5/9/2022 8:50
DR1780,5/9/2022 19:33
DR1781,5/9/2022 10:01
DR1782,5/9/2022 2:17
DR1783,5/9/2022 11:14
DR1784,5/9/2022 10:24
DR1785,5/9/2022 11:22
DR1786,5/9/2022 16:15
DR1787,5/9/2022 17:08
DR1789,5/9/2022 15:12
DR1791,5/9/2022 13:18
DR1792,5/9/2022 7:27
DR1793,5/9/2022 12:21
DR1794,5/9/2022 13:25
DR1795,5/9/2022 20:42
DR1796,5/9/2022 7:13
DR1797,5/9/2022 9:14
DR1801,5/9/2022 14:32
DR1802,5/9/2022 11:21
DR1803,5/9/2022 18:49
DR1804,5/9/2022 8:14
DR1805,5/9/2022 8:11
DR1807,5/9/2022 5:44
DR1808,5/9/2022 2:54
DR1809,5/9/2022 8:36
DR1810,5/9/2022 15:51
DR1811,5/9/2022 0:21
DR1812,5/9/2022 20:31
DR1813,5/9/2022 18:44
DR1814,5/9/2022 6:05
DR1815,5/9/2022 14:27
DR1817,5/9/2022 9:56
DR1818,5/9/2022 11:26
DR1819,5/9/2022 7:25
DR1820,5/9/2022 17:49
DR1821,5/9/2022 21:15
DR1822,5/9/2022 1:51
DR1824,5/9/2022 5:24
DR1826,5/9/2022 0:54
DR1827,5/9/2022 23:13
DR1828,5/9/2022 14:36
DR1829,5/9/2022 15:24
DR1831,5/9/2022 5:08
DR1832,5/9/2022 22:34
DR1833,5/9/2022 17:13
DR1834,5/9/2022 17:07
DR1835,5/9/2022 11:04
DR1836,5/9/2022 10:54
DR1838,5/9/2022 14:59
DR1840,5/9/2022 11:17
DR1841,5/9/2022 11:43
DR1842,5/9/2022 2:54
DR1843,5/9/2022 6:29
DR1844,5/9/2022 8:35
DR1845,5/9/2022 23:28
DR1846,5/9/2022 23:44
DR1847,5/9/2022 5:49
DR1850,5/9/2022 19:32
DR1852,5/9/2022 19:06
DR1853,5/9/2022 18:12
DR1854,5/9/2022 8:37
DR1857,5/9/2022 15:45
DR1860,5/9/2022 22:41
DR1861,5/9/2022 23:09
DR1862,5/9/2022 23:16
DR1863,5/9/2022 2:13
DR1864,5/9/2022 19:15
DR1866,5/9/2022 6:25
DR1867,5/9/2022 20:22
DR1868,5/9/2022 20:41
DR1869,5/9/2022 11:16
DR1870,5/9/2022 2:16
DR1871,5/9/2022 21:08
DR1872,5/9/2022 2:09
DR1873,5/9/2022 8:07
DR1875,5/9/2022 12:28
DR1876,5/9/2022 21:45
DR1877,5/9/2022 18:46
DR1878,5/9/2022 11:41
DR1879,5/9/2022 21:37
DR1880,5/9/2022 13:18
DR1882,5/9/2022 7:27
DR1883,5/9/2022 0:41
DR1884,5/9/2022 19:21
DR1885,5/9/2022 20:35
DR1886,5/9/2022 4:19
DR1887,5/9/2022 4:52
DR1888,5/9/2022 12:53
DR1889,5/9/2022 19:33
DR1890,5/9/2022 5:34
DR1892,5/9/2022 15:48
DR1893,5/9/2022 20:44
DR1896,5/9/2022 19:01
DR1897,5/9/2022 6:30
DR1898,5/9/2022 21:00
DR1899,5/9/2022 21:05
DR1900,5/9/2022 3:23
DR1901,5/9/2022 17:16
DR1902,5/9/2022 21:51
DR1904,5/9/2022 6:13
DR1906,5/9/2022 17:23
DR1907,5/9/2022 18:18
DR1908,5/9/2022 7:53
DR1909,5/9/2022 1:07
DR1910,5/9/2022 1:07
DR1913,5/9/2022 22:21
DR1914,5/9/2022 14:59
DR1917,5/9/2022 22:18
DR1919,5/9/2022 0:12
DR1920,5/9/2022 23:43
DR1921,5/9/2022 1:40
DR1922,5/9/2022 11:55
DR1923,5/9/2022 19:43
DR1924,5/9/2022 2:28
DR1925,5/9/2022 1:36
DR1926,5/9/2022 1:32
DR1927,5/9/2022 17:29
DR1932,5/9/2022 13:41
DR1933,5/9/2022 23:10
DR1934,5/9/2022 6:31
DR1935,5/9/2022 10:57
DR1936,5/9/2022 23:44
DR1937,5/9/2022 0:22
DR1941,5/9/2022 19:47
DR1942,5/9/2022 22:19
DR1944,5/9/2022 22:47
DR1948,5/9/2022 7:48
DR1949,5/9/2022 0:10
DR1950,5/9/2022 20:40
DR1952,5/9/2022 19:07
DR1953,5/9/2022 8:29
DR1954,5/9/2022 8:57
DR1956,5/9/2022 10:04
DR1957,5/9/2022 7:38
DR1958,5/9/2022 3:33
DR1959,5/9/2022 23:10
DR1960,5/9/2022 22:00
DR1961,5/9/2022 13:35
DR1962,5/9/2022 2:27
DR1964,5/9/2022 8:45
DR1965,5/9/2022 3:45
DR1966,5/9/2022 8:18
DR1967,5/9/2022 15:31
DR1969,5/9/2022 3:19
DR1970,5/9/2022 5:54
DR1972,5/9/2022 9:49
DR1973,5/9/2022 2:06
DR1974,5/9/2022 4:49
DR1975,5/9/2022 7:51
DR1978,5/9/2022 6:33
DR1979,5/9/2022 7:44
DR1980,5/9/2022 1:57
DR1982,5/9/2022 2:33
DR1983,5/9/2022 16:52
DR1984,5/9/2022 9:34
DR1986,5/9/2022 20:57
DR1988,5/9/2022 3:29
DR1990,5/9/2022 19:02
DR1991,5/9/2022 23:04
DR1992,5/9/2022 1:32
DR1994,5/9/2022 12:55
DR1995,5/9/2022 1:29
DR1996,5/9/2022 22:38
DR1997,5/9/2022 1:14
DR1998,5/9/2022 7:11
DR2000,5/9/2022 1:17
DR2001,5/9/2022 4:04
DR2002,5/9/2022 22:23
DR2003,5/9/2022 15:11
DR2005,5/9/2022 13:18
DR2006,5/9/2022 19:43
DR2007,5/9/2022 12:51
DR2008,5/9/2022 22:51
DR2010,5/9/2022 5:39
DR2011,5/9/2022 22:32
DR2013,5/9/2022 4:07
DR2015,5/9/2022 5:05
DR2017,5/9/2022 0:20
DR2018,5/9/2022 0:45
DR2020,5/9/2022 17:06
DR2024,5/9/2022 10:24
DR2027,5/9/2022 14:18
DR2028,5/9/2022 1:46
DR2029,5/9/2022 11:53
DR2030,5/9/2022 18:14
DR2031,5/9/2022 1:38
DR2032,5/9/2022 6:40
DR2033,5/9/2022 6:34
DR2034,5/9/2022 15:00
DR2035,5/9/2022 10:33
DR2036,5/9/2022 4:31
DR2038,5/9/2022 11:51
DR2040,5/9/2022 14:59
DR2041,5/9/2022 0:30
DR2042,5/9/2022 18:01
DR2044,5/9/2022 7:01
DR2046,5/9/2022 19:38
DR2048,5/9/2022 19:52
DR2049,5/9/2022 0:31
DR2050,5/9/2022 5:15
DR2054,5/9/2022 14:01
DR2056,5/9/2022 19:44
DR2057,5/9/2022 7:11
DR2058,5/9/2022 18:17
DR2059,5/9/2022 15:14
DR2062,5/9/2022 1:27
DR2063,5/9/2022 13:54
DR2064,5/9/2022 8:19
DR2065,5/9/2022 23:49
DR2066,5/9/2022 12:03
DR2067,5/9/2022 15:33
DR2068,5/9/2022 22:50
DR2069,5/9/2022 13:24
DR2070,5/9/2022 20:03
DR2071,5/9/2022 18:49
DR2072,5/9/2022 2:14
DR2073,5/9/2022 10:46
DR2074,5/9/2022 19:41
DR2075,5/9/2022 3:24
DR2076,5/9/2022 4:29
DR2077,5/9/2022 9:58
DR2079,5/9/2022 8:03
DR2081,5/9/2022 23:20
DR2084,5/9/2022 7:16
DR2085,5/9/2022 3:28
DR2086,5/9/2022 22:18
DR2088,5/9/2022 16:34
DR2089,5/9/2022 23:15
DR2090,5/9/2022 6:57
DR2092,5/9/2022 7:03
DR2094,5/9/2022 0:25
DR2097,5/9/2022 19:09
DR2099,5/9/2022 5:14
DR2100,5/9/2022 9:41
DR2101,5/9/2022 18:06
DR2103,5/9/2022 17:16
DR2104,5/9/2022 12:13
DR2107,5/9/2022 5:30
DR2108,5/9/2022 23:11
DR2110,5/9/2022 1:51
DR2111,5/9/2022 21:09
DR2112,5/9/2022 21:25
DR2113,5/9/2022 12:53
DR2114,5/9/2022 21:15
DR2115,5/9/2022 6:53
DR2117,5/9/2022 8:30
DR2118,5/9/2022 6:25
DR2119,5/9/2022 8:47
DR2120,5/9/2022 5:36
DR2121,5/9/2022 21:37
DR2123,5/9/2022 0:42
DR2124,5/9/2022 5:39
DR2125,5/9/2022 13:48
DR2126,5/9/2022 0:02
DR2127,5/9/2022 21:41
DR2128,5/9/2022 11:42
DR2129,5/9/2022 2:53
DR2130,5/9/2022 15:50
DR2131,5/9/2022 0:00
DR2132,5/9/2022 8:54
DR2133,5/9/2022 11:51
DR2134,5/9/2022 13:03
DR2135,5/9/2022 7:43
DR2137,5/9/2022 0:29
DR2138,5/9/2022 22:07
DR2140,5/9/2022 9:24
DR2141,5/9/2022 17:36
DR2142,5/9/2022 6:56
DR2143,5/9/2022 19:58
DR2144,5/9/2022 15:17
DR2147,5/9/2022 1:51
DR2149,5/9/2022 7:31
DR2150,5/9/2022 2:36
DR2151,5/9/2022 21:01
DR2152,5/9/2022 2:25
DR2157,5/9/2022 16:46
DR2158,5/9/2022 17:24
DR2159,5/9/2022 20:30
DR2160,5/9/2022 9:59
DR2161,5/9/2022 11:59
DR2162,5/9/2022 20:06
DR2163,5/9/2022 18:58
DR2164,5/9/2022 9:42
DR2166,5/9/2022 13:33
DR2169,5/9/2022 11:38
DR2170,5/9/2022 20:44
DR2173,5/9/2022 19:49
DR2174,5/9/2022 23:58
DR2175,5/9/2022 12:22
DR2177,5/9/2022 19:00
DR2178,5/9/2022 23:55
DR2179,5/9/2022 12:49
DR2180,5/9/2022 13:26
DR2181,5/9/2022 15:27
DR2182,5/9/2022 2:44
DR2183,5/9/2022 7:35
DR2184,5/9/2022 16:15
DR2185,5/9/2022 14:43
DR2186,5/9/2022 9:09
DR2187,5/9/2022 9:29
DR2188,5/9/2022 5:40
DR2189,5/9/2022 23:23
DR2190,5/9/2022 23:12
DR2191,5/9/2022 20:43
DR2193,5/9/2022 20:35
DR2194,5/9/2022 1:51
DR2195,5/9/2022 14:15
DR2196,5/9/2022 0:30
DR2197,5/9/2022 2:54
DR2198,5/9/2022 0:53
DR2200,5/9/2022 11:20
DR2201,5/9/2022 12:09
DR2203,5/9/2022 20:14
DR2205,5/9/2022 23:13
DR2206,5/9/2022 21:28
DR2207,5/9/2022 9:51
DR2208,5/9/2022 1:14
DR2210,5/9/2022 0:35
DR2211,5/9/2022 14:07
DR2213,5/9/2022 10:35
DR2214,5/9/2022 1:03
DR2215,5/9/2022 4:21
DR2216,5/9/2022 15:33
DR2217,5/9/2022 11:30
DR2219,5/9/2022 11:47
DR2220,5/9/2022 3:19
DR2221,5/9/2022 20:18
DR2222,5/9/2022 15:46
